protein_id,accession,prophage_id,original_product,length_aa,putative_function,nearest_neighbor_protein_id,nearest_neighbor_prophage_id,cosine_similarity,confidence
GCF_001704335.1__pp2__462968-500215__AVR83_RS02410,GCF_001704335.1,pp2,hypothetical protein,177,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9968,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02415,GCF_001704335.1,pp2,hypothetical protein,95,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9987,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02420,GCF_001704335.1,pp2,hypothetical protein,294,DnaD domain-containing protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04890,pp1,0.9917,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02430,GCF_001704335.1,pp2,hypothetical protein,170,host-nuclease inhibitor Gam family protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09930,pp4,0.9922,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS19430,GCF_001704335.1,pp2,hypothetical protein,43,AbrB family transcriptional regulator,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08015,pp5,0.9487,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS19435,GCF_001704335.1,pp2,hypothetical protein,42,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9819,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02435,GCF_001704335.1,pp2,hypothetical protein,95,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9884,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02440,GCF_001704335.1,pp2,hypothetical protein,95,helix-turn-helix domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10425,pp5,0.998,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02445,GCF_001704335.1,pp2,hypothetical protein,184,Prophage Lp2 protein 13,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2013,pp2,0.9745,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02450,GCF_001704335.1,pp2,hypothetical protein,60,DUF6877 family protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04300,pp2,0.9862,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02455,GCF_001704335.1,pp2,hypothetical protein,92,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9843,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS18560,GCF_001704335.1,pp2,hypothetical protein,46,BC1881 family protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS16845,pp2,0.9803,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02465,GCF_001704335.1,pp2,hypothetical protein,66,phage tail assembly chaperone G,GCF_000338115.2__pp2__1430063-1473182__ZJ316_RS06820,pp2,0.9794,high
GCF_001704335.1__pp2__462968-500215__AVR83_RS02485,GCF_001704335.1,pp2,hypothetical protein,290,DUF4352 domain-containing protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04805,pp3,0.9839,high
GCF_001704335.1__pp3__1024001-1037032__AVR83_RS05005,GCF_001704335.1,pp3,hypothetical protein,63,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9895,high
GCF_001704335.1__pp3__1024001-1037032__AVR83_RS05010,GCF_001704335.1,pp3,hypothetical protein,118,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9893,high
GCF_001704335.1__pp3__1024001-1037032__AVR83_RS05015,GCF_001704335.1,pp3,hypothetical protein,524,"phage/plasmid primase, P4 family",GCF_041888805.1__pp3__824738-831451__ACEPPB_RS04035,pp3,0.9869,high
GCF_001704335.1__pp3__1024001-1037032__AVR83_RS05025,GCF_001704335.1,pp3,hypothetical protein,72,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9843,high
GCF_001704335.1__pp3__1024001-1037032__AVR83_RS05035,GCF_001704335.1,pp3,hypothetical protein,65,helix-turn-helix domain-containing protein,GCF_000248095.2__pp3__645322-648828__LBLM1_RS03260,pp3,0.9764,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09895,GCF_001704335.1,pp4,hypothetical protein,236,Ltp family lipoprotein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19235,pp5,0.9817,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09915,GCF_001704335.1,pp4,hypothetical protein,60,phage head-tail connector protein,GCF_000203855.3__pp1__590128-628381__LP_RS02880,pp1,0.9865,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09920,GCF_001704335.1,pp4,hypothetical protein,184,Prophage Lp2 protein 13,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2013,pp2,0.9755,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09925,GCF_001704335.1,pp4,hypothetical protein,81,helix-turn-helix domain-containing protein,GCF_000026505.1__pp1__1102527-1140943__LGG_RS05265,pp1,0.983,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09940,GCF_001704335.1,pp4,hypothetical protein,262,DnaD domain-containing protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04890,pp1,0.9845,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09950,GCF_001704335.1,pp4,hypothetical protein,166,Prophage Lp2 protein 23,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1669,pp1,0.9937,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09960,GCF_001704335.1,pp4,hypothetical protein,76,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9862,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09970,GCF_001704335.1,pp4,hypothetical protein,59,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9825,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS19485,GCF_001704335.1,pp4,hypothetical protein,44,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9703,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09975,GCF_001704335.1,pp4,hypothetical protein,131,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9819,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09980,GCF_001704335.1,pp4,hypothetical protein,72,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9798,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS18605,GCF_001704335.1,pp4,hypothetical protein,57,DUF1642 domain-containing protein,GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09860,pp3,0.9794,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09990,GCF_001704335.1,pp4,hypothetical protein,115,DUF6275 family protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10510,pp5,0.9918,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS18030,GCF_001704335.1,pp4,hypothetical protein,55,Prophage Lp1 protein 32,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1662,pp1,0.989,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10010,GCF_001704335.1,pp4,hypothetical protein,183,DUF4393 domain-containing protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09470,pp2,0.9808,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10015,GCF_001704335.1,pp4,hypothetical protein,59,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9793,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10020,GCF_001704335.1,pp4,hypothetical protein,92,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9874,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10060,GCF_001704335.1,pp4,hypothetical protein,107,Prophage Lp2 protein 42,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1988,pp2,0.9982,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10065,GCF_001704335.1,pp4,HK97-gp10 family putative phage morphogenesis protein,184,Prophage Lp2 protein 43,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1987,pp2,0.9986,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10075,GCF_001704335.1,pp4,hypothetical protein,196,tail protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10305,pp3,0.996,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10085,GCF_001704335.1,pp4,hypothetical protein,70,Prophage Lp2 protein 47,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1983,pp2,0.9955,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10105,GCF_001704335.1,pp4,hypothetical protein,85,SGNH/GDSL hydrolase family protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06120,pp2,0.9757,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10110,GCF_001704335.1,pp4,hypothetical protein,96,helix-turn-helix domain-containing protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS03095,pp2,0.9785,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS18865,GCF_001704335.1,pp4,hypothetical protein,719,BppU family phage baseplate upper protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09585,pp2,0.9886,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10120,GCF_001704335.1,pp4,hypothetical protein,103,Prophage Lp1 protein 56,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1976,pp2,0.9726,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10125,GCF_001704335.1,pp4,hypothetical protein,335,phage head spike fiber domain-containing protein,GCF_014131735.1__pp2__2214048-2255622__E5260_RS10400,pp2,0.9933,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10130,GCF_001704335.1,pp4,hypothetical protein,80,Prophage Lp2 protein 54,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1637,pp1,0.9928,high
GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10140,GCF_001704335.1,pp4,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9746,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10295,GCF_001704335.1,pp5,hypothetical protein,104,DUF806 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS05825,pp3,0.9899,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18880,GCF_001704335.1,pp5,hypothetical protein,56,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9862,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19525,GCF_001704335.1,pp5,hypothetical protein,42,KTSC domain-containing protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09705,pp2,0.9811,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10340,GCF_001704335.1,pp5,hypothetical protein,95,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9994,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10345,GCF_001704335.1,pp5,hypothetical protein,172,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9947,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10350,GCF_001704335.1,pp5,hypothetical protein,126,endodeoxyribonuclease,GCF_000203855.3__pp3__2163938-2219895__LP_RS10400,pp3,0.9997,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18885,GCF_001704335.1,pp5,hypothetical protein,46,50S ribosomal protein L32,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02820,pp2,0.9563,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10380,GCF_001704335.1,pp5,hypothetical protein,68,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9864,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18640,GCF_001704335.1,pp5,hypothetical protein,52,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9815,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18645,GCF_001704335.1,pp5,hypothetical protein,54,DUF2321 domain-containing protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06290,pp2,0.9763,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18650,GCF_001704335.1,pp5,hypothetical protein,46,BC1881 family protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS16845,pp2,0.9803,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10410,GCF_001704335.1,pp5,hypothetical protein,92,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9843,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10415,GCF_001704335.1,pp5,hypothetical protein,60,DUF6877 family protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04300,pp2,0.9862,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10420,GCF_001704335.1,pp5,hypothetical protein,184,Prophage Lp2 protein 13,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2013,pp2,0.9745,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19530,GCF_001704335.1,pp5,hypothetical protein,42,phage tail assembly chaperone G,GCF_000023085.1__pp2__513673-552269__JDM1_RS02570,pp2,0.9827,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19535,GCF_001704335.1,pp5,hypothetical protein,43,AbrB family transcriptional regulator,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08015,pp5,0.9487,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10430,GCF_001704335.1,pp5,hypothetical protein,170,host-nuclease inhibitor Gam family protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09930,pp4,0.9922,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10445,GCF_001704335.1,pp5,hypothetical protein,171,Prophage Lp2 protein 23,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1669,pp1,0.9961,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10455,GCF_001704335.1,pp5,hypothetical protein,76,ASCH domain-containing protein,GCF_000165775.1__pp2__1078648-1089876__R0052_RS05540,pp2,0.9825,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19540,GCF_001704335.1,pp5,hypothetical protein,43,Prophage Lp1 protein 32,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1662,pp1,0.9723,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS19545,GCF_001704335.1,pp5,hypothetical protein,43,DUF1056 family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00075,pp1,0.9833,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10465,GCF_001704335.1,pp5,hypothetical protein,198,eL43 family ribosomal protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS09965,pp4,0.9901,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18660,GCF_001704335.1,pp5,hypothetical protein,49,DUF1056 family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00075,pp1,0.9807,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18890,GCF_001704335.1,pp5,hypothetical protein,49,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9794,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10480,GCF_001704335.1,pp5,hypothetical protein,102,Prophage Lp2 protein 41,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1989,pp2,0.9905,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10485,GCF_001704335.1,pp5,hypothetical protein,63,DUF1056 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS10250,pp3,0.9867,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10505,GCF_001704335.1,pp5,hypothetical protein,67,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9865,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18670,GCF_001704335.1,pp5,hypothetical protein,53,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9801,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10540,GCF_001704335.1,pp5,hypothetical protein,123,phage tail protein,GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09780,pp3,0.9848,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10555,GCF_001704335.1,pp5,hypothetical protein,110,head-tail connector protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11500,pp4,0.9853,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10560,GCF_001704335.1,pp5,HK97-gp10 family putative phage morphogenesis protein,163,Prophage Lp2 protein 43,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1987,pp2,0.9838,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10565,GCF_001704335.1,pp5,hypothetical protein,131,phage tail terminator protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02310,pp2,0.9859,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10570,GCF_001704335.1,pp5,hypothetical protein,217,tail protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10305,pp3,0.9913,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10580,GCF_001704335.1,pp5,hypothetical protein,80,phage terminase small subunit P27 family,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07350,pp2,0.9762,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10590,GCF_001704335.1,pp5,hypothetical protein,88,ERF family protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09760,pp2,0.9687,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10605,GCF_001704335.1,pp5,hypothetical protein,121,pyocin knob domain-containing protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03090,pp1,0.971,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10610,GCF_001704335.1,pp5,hypothetical protein,91,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9849,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS18895,GCF_001704335.1,pp5,hypothetical protein,719,BppU family phage baseplate upper protein,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09585,pp2,0.989,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10620,GCF_001704335.1,pp5,hypothetical protein,103,Prophage Lp1 protein 56,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1976,pp2,0.9726,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10625,GCF_001704335.1,pp5,hypothetical protein,335,phage head spike fiber domain-containing protein,GCF_014131735.1__pp2__2214048-2255622__E5260_RS10400,pp2,0.9933,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10630,GCF_001704335.1,pp5,hypothetical protein,70,Prophage Lp2 protein 54,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1637,pp1,0.9915,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10640,GCF_001704335.1,pp5,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.973,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10660,GCF_001704335.1,pp5,hypothetical protein,84,phage head closure protein,GCF_041888805.1__pp4__1529913-1535609__ACEPPB_RS07540,pp4,0.9839,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10665,GCF_001704335.1,pp5,hypothetical protein,59,RusA family crossover junction endodeoxyribonuclease,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02915,pp2,0.9798,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10695,GCF_001704335.1,pp5,hypothetical protein,92,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9871,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10700,GCF_001704335.1,pp5,hypothetical protein,68,phage tail tube assembly chaperone,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07300,pp2,0.9815,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10710,GCF_001704335.1,pp5,hypothetical protein,115,tail protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10305,pp3,0.9878,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10720,GCF_001704335.1,pp5,hypothetical protein,58,DUF1617 family protein,GCF_000338115.2__pp2__1430063-1473182__ZJ316_RS06845,pp2,0.9656,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10730,GCF_001704335.1,pp5,hypothetical protein,115,minor capsid protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02315,pp2,0.9784,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10740,GCF_001704335.1,pp5,hypothetical protein,121,DUF3168 domain-containing protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09245,pp2,0.9919,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10755,GCF_001704335.1,pp5,hypothetical protein,67,phage terminase small subunit P27 family,GCF_000019245.4__pp1__971299-993782__LCAZH_RS05185,pp1,0.9836,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10770,GCF_001704335.1,pp5,hypothetical protein,1751,gp58-like family protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10080,pp4,0.9991,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10780,GCF_001704335.1,pp5,hypothetical protein,144,DUF2634 domain-containing protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03075,pp1,0.9696,high
GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10790,GCF_001704335.1,pp5,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9726,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15095,GCF_001704335.1,pp6,hypothetical protein,119,phage head spike fiber domain-containing protein,GCF_014131735.1__pp2__2214048-2255622__E5260_RS10400,pp2,0.978,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18915,GCF_001704335.1,pp6,hypothetical protein,53,DUF4355 domain-containing protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS11455,pp2,0.9536,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15100,GCF_001704335.1,pp6,hypothetical protein,80,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9762,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15125,GCF_001704335.1,pp6,hypothetical protein,61,SHOCT domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08050,pp5,0.9867,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15145,GCF_001704335.1,pp6,HK97-gp10 family putative phage morphogenesis protein,135,phage terminase small subunit P27 family,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04925,pp3,0.9807,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15190,GCF_001704335.1,pp6,hypothetical protein,83,P27 family phage terminase small subunit,GCF_000023085.1__pp2__513673-552269__JDM1_RS02520,pp2,0.9859,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15195,GCF_001704335.1,pp6,hypothetical protein,92,head protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06195,pp2,0.9863,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18920,GCF_001704335.1,pp6,hypothetical protein,56,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9697,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15205,GCF_001704335.1,pp6,hypothetical protein,270,DUF4393 domain-containing protein,GCF_000165775.1__pp3__1750321-1777635__R0052_RS10925,pp3,0.9879,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18925,GCF_001704335.1,pp6,hypothetical protein,58,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9819,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18695,GCF_001704335.1,pp6,hypothetical protein,55,DUF1056 family protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS16420,pp2,0.9799,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18700,GCF_001704335.1,pp6,hypothetical protein,52,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9561,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15225,GCF_001704335.1,pp6,hypothetical protein,102,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9853,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15240,GCF_001704335.1,pp6,hypothetical protein,85,YjcQ family protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02985,pp2,0.9763,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18930,GCF_001704335.1,pp6,hypothetical protein,56,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9878,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS19565,GCF_001704335.1,pp6,hypothetical protein,44,YopX family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00125,pp1,0.974,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15250,GCF_001704335.1,pp6,hypothetical protein,84,BC1881 family protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS16175,pp4,0.9849,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15260,GCF_001704335.1,pp6,hypothetical protein,96,DUF6275 family protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10510,pp5,0.9913,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15270,GCF_001704335.1,pp6,hypothetical protein,69,head-tail connector protein,GCF_000010145.1__pp2__531913-574579__LAF_RS02740,pp2,0.9858,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS18705,GCF_001704335.1,pp6,hypothetical protein,53,phage tail tube assembly chaperone,GCF_000010145.1__pp2__531913-574579__LAF_RS02765,pp2,0.9852,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15275,GCF_001704335.1,pp6,hypothetical protein,69,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9893,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15305,GCF_001704335.1,pp6,hypothetical protein,72,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9779,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15330,GCF_001704335.1,pp6,hypothetical protein,95,heavy metal-binding domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08580,pp3,0.9593,high
GCF_001704335.1__pp6__3166433-3209564__AVR83_RS15335,GCF_001704335.1,pp6,hypothetical protein,170,RusA family crossover junction endodeoxyribonuclease,GCF_000203855.3__pp1__590128-628381__LP_RS02805,pp1,0.9611,high
